gender,department,department_name,division,assignment_category,employee_position_title,date_first_hired,year_first_hired,current_annual_salary
M,DLC,Department of Liquor Control,Director's Office,Fulltime-Regular,Manager I,1979-02-21,1979,175127.0
M,DOT,Department of Transportation,Transit Gaithersburg Ride On,Fulltime-Regular,Bus Operator,2008-10-28,2008,42053.33
M,DOT,Department of Transportation,Transit Silver Spring Ride On,Fulltime-Regular,Bus Operator,2012-05-07,2012,45048.5
M,FRS,Fire and Rescue Services,Recruit Training,Fulltime-Regular,Firefighter/Rescuer III,2016-12-12,2016,45261.0
M,DOT,Department of Transportation,Transit Silver Spring Ride On,Fulltime-Regular,Bus Operator,2016-04-04,2016,39257.31
F,COR,Correction and Rehabilitation,PTS Assessment,Fulltime-Regular,Correctional Specialist II,2012-06-04,2012,59676.38
M,POL,Department of Police,FSB Media Services Division,Fulltime-Regular,Police Officer III,1994-06-13,1994,92756.7
M,FRS,Fire and Rescue Services,Field Operations Administration,Fulltime-Regular,Fire/Rescue Lieutenant,2007-03-19,2007,86911.0
M,POL,Department of Police,PSB 4th District Special Assignment Team,Fulltime-Regular,Police Officer III,2012-07-16,2012,60501.0
M,DOT,Department of Transportation,Transit Silver Spring Ride On,Fulltime-Regular,Bus Operator,2014-01-27,2014,42053.83
M,FRS,Fire and Rescue Services,Station 31,Fulltime-Regular,Fire/Rescue Captain,1997-11-17,1997,112266.0
M,POL,Department of Police,ISB Major Crimes Division Fugitive Section,Fulltime-Regular,Police Officer III,1994-01-18,1994,92756.7
F,DGS,Department of General Services,Building Design and Construction,Fulltime-Regular,Office Services Coordinator,2000-08-14,2000,61325.8
M,HHS,Department of Health and Human Services,Adult Behavioral Health Services,Fulltime-Regular,Therapist II,1988-11-21,1988,100849.36
F,COR,Correction and Rehabilitation,DS MCCF Unit 2 Security,Fulltime-Regular,Correctional Officer III (Corporal),2001-04-30,2001,77328.0
M,DOT,Department of Transportation,Transit Silver Spring Ride On,Fulltime-Regular,Bus Operator,2015-01-05,2015,42053.42
F,POL,Department of Police,MSB Training and Education Division,Fulltime-Regular,Administrative Specialist II,2001-04-09,2001,112337.0
M,DEP,Department of Environmental Protection,Stormwater Facility Inspection and Maintenance,Fulltime-Regular,Senior Engineer,2003-01-06,2003,112899.0
M,DPS,Department of Permitting Services,Team 1 Residential Plan Review,Fulltime-Regular,Senior Permitting Services Specialist,1988-09-19,1988,100849.36
M,DGS,Department of General Services,Facilities Maintenance,Fulltime-Regular,HVAC Mechanic II,2000-10-22,2000,77343.0
M,DOT,Department of Transportation,Transit Silver Spring Ride On,Fulltime-Regular,Bus Operator,2016-01-04,2016,40631.32
M,POL,Department of Police,FSB Security Services Division,Fulltime-Regular,Manager III,2006-03-06,2006,109394.17
F,HHS,Department of Health and Human Services,STD and HIV Services,Fulltime-Regular,Social Worker III,2005-12-12,2005,78588.77
M,OHR,Office of Human Resources,Labor and Employee Relations Division,Fulltime-Regular,Manager I,2015-05-18,2015,168936.48
M,FRS,Fire and Rescue Services,Station 14,Fulltime-Regular,Firefighter/Rescuer III,2006-01-30,2006,68015.0
M,POL,Department of Police,PSB 1st District Patrol,Fulltime-Regular,Police Officer III,1988-09-12,1988,92756.7
M,POL,Department of Police,PSB 2nd District Patrol,Fulltime-Regular,Police Officer III,1988-09-12,1988,92756.7
M,CEX,Offices of the County Executive,CountyStat,Fulltime-Regular,Manager II,2012-12-03,2012,149015.58
F,DPS,Department of Permitting Services,Zoning,Fulltime-Regular,Senior Permitting Services Specialist,2003-09-08,2003,97912.0
M,FRS,Fire and Rescue Services,Station 17,Fulltime-Regular,Firefighter/Rescuer III,1995-11-27,1995,83611.44
M,HHS,Department of Health and Human Services,24 Hours Crisis Center,Fulltime-Regular,Therapist II,1988-05-16,1988,100849.36
M,FRS,Fire and Rescue Services,Recruit Training,Fulltime-Regular,Firefighter/Rescuer III,2016-05-04,2016,45261.0
F,DPS,Department of Permitting Services,Zoning,Fulltime-Regular,Senior Permitting Services Specialist,2016-04-18,2016,72360.0
F,LIB,Department of Public Libraries,Twinbrook Library,Fulltime-Regular,Librarian I,1999-02-08,1999,80381.48
M,FRS,Fire and Rescue Services,Emergency Communications Center (ECC),Fulltime-Regular,Firefighter/Rescuer III,2008-09-02,2008,68543.0
M,DOT,Department of Transportation,Highway Services,Fulltime-Regular,Equipment Operator I,2016-10-31,2016,33395.0
M,DOT,Department of Transportation,Transit Safety and Instruction,Fulltime-Regular,Safety and Training Instructor,2015-08-10,2015,65010.94
M,FRS,Fire and Rescue Services,Station 32,Fulltime-Regular,Firefighter/Rescuer III,2014-09-22,2014,50910.0
M,DOT,Department of Transportation,Transit Silver Spring Ride On,Fulltime-Regular,Bus Operator,2014-09-29,2014,42053.42
F,HHS,Department of Health and Human Services,Adult Protective and Case Management Services,Fulltime-Regular,Social Worker IV,2001-03-05,2001,102049.83
M,FRS,Fire and Rescue Services,Station 25,Fulltime-Regular,Master Firefighter/Rescuer,2005-10-17,2005,79471.0
M,DTS,Department of Technology Services,Media Services,Fulltime-Regular,Information Technology Specialist III,2007-04-16,2007,107657.0
M,DOT,Department of Transportation,Transit Silver Spring Ride On,Fulltime-Regular,Bus Operator,2015-09-28,2015,40631.32
M,DOT,Department of Transportation,Transit Nicholson Ride On,Fulltime-Regular,Transit Coordinator,1999-05-16,1999,70422.0
F,HHS,Department of Health and Human Services,School Health Services,Parttime-Regular,School Health Room Technician I,2010-08-02,2010,37838.46
F,DLC,Department of Liquor Control,Cloverly,Fulltime-Regular,Liquor Store Clerk II,2007-08-19,2007,46985.75
F,HHS,Department of Health and Human Services,Child Welfare Services,Fulltime-Regular,Community Services Aide III,2001-01-16,2001,73801.0
F,DPS,Department of Permitting Services,Land Development Permit Processing,Fulltime-Regular,Permit Technician III,1994-11-28,1994,79663.29
F,POL,Department of Police,FSB Traffic Division School Safety Section,Parttime-Regular,Crossing Guard,1992-05-18,1992,26208.35
M,SHF,Sheriff's Office,Warrant Section,Fulltime-Regular,Deputy Sheriff III,2005-10-31,2005,64854.0
M,FRS,Fire and Rescue Services,Station 12,Fulltime-Regular,Firefighter/Rescuer III,2012-06-04,2012,63345.0
F,DOT,Department of Transportation,Transit Gaithersburg Ride On,Fulltime-Regular,Bus Operator,2003-04-06,2003,56688.39
M,FRS,Fire and Rescue Services,Station 34,Fulltime-Regular,Firefighter/Rescuer III,2006-10-09,2006,68015.0
M,FRS,Fire and Rescue Services,Station 28,Fulltime-Regular,Firefighter/Rescuer III,2006-01-30,2006,70052.0
M,FRS,Fire and Rescue Services,Station 6,Fulltime-Regular,Firefighter/Rescuer III,1995-01-23,1995,83611.44
M,SHF,Sheriff's Office,Sheriff Domestic Violence,Fulltime-Regular,Deputy Sheriff Lieutenant,1989-08-07,1989,106448.44
M,DLC,Department of Liquor Control,Beer Delivery Operations,Fulltime-Regular,Work Force Leader II,1990-12-31,1990,75277.02
F,POL,Department of Police,MSB Communications Division,Fulltime-Regular,Public Safety Communications Specialist III,2004-04-19,2004,67977.18
F,COR,Correction and Rehabilitation,DS MCCF Unit 1 Security,Fulltime-Regular,Correctional Officer III (Corporal),2007-10-29,2007,57186.0
M,FRS,Fire and Rescue Services,Station 7,Fulltime-Regular,Master Firefighter/Rescuer,2006-03-27,2006,74815.0
M,DOT,Department of Transportation,Transit COS Taxicab Regulation,Fulltime-Regular,Code Enforcement Inspector III,2005-10-17,2005,71593.57
M,DLC,Department of Liquor Control,Beer Delivery Operations,Fulltime-Regular,Truck Driver/Warehouse Worker,2000-10-02,2000,57378.12
M,POL,Department of Police,PSB 4th District Special Assignment Team,Fulltime-Regular,Police Officer III,2008-07-14,2008,68054.0
M,POL,Department of Police,PSB 3rd District Patrol,Fulltime-Regular,Police Officer III,2012-09-10,2012,68054.0
F,DOT,Department of Transportation,Transit Silver Spring Ride On,Fulltime-Regular,Bus Operator,1999-01-03,1999,64141.0
F,HHS,Department of Health and Human Services,School Health Services,Parttime-Regular,School Health Room Technician I,2015-04-07,2015,35552.39
M,POL,Department of Police,PSB 6th District Patrol,Fulltime-Regular,Police Officer III,1992-07-08,1992,92756.7
F,DLC,Department of Liquor Control,Purchasing,Fulltime-Regular,Alcohol Beverage Purchasing Specialist,1997-05-27,1997,70662.8
M,DOT,Department of Transportation,Transit Gaithersburg Ride On,Fulltime-Regular,Bus Operator,2006-10-30,2006,48260.15
M,DLC,Department of Liquor Control,Muddy Branch,Parttime-Regular,Liquor Store Clerk I,2006-12-26,2006,29779.07
M,FRS,Fire and Rescue Services,Station 22,Fulltime-Regular,Firefighter/Rescuer III,2012-06-04,2012,57265.0
M,FRS,Fire and Rescue Services,Station 1,Fulltime-Regular,Firefighter/Rescuer III,2013-07-29,2013,52693.0
F,COR,Correction and Rehabilitation,DS MCCF Unit 1 Security,Fulltime-Regular,Correctional Officer III (Corporal),2000-07-24,2000,77328.0
M,HHS,Department of Health and Human Services,Child Welfare Services,Fulltime-Regular,Manager III,2012-02-13,2012,131654.51
F,HHS,Department of Health and Human Services,Clinical Assessment and Triage Services,Fulltime-Regular,Therapist II,2013-04-22,2013,66518.09
F,LIB,Department of Public Libraries,Damascus Library,Parttime-Regular,Library Associate II,2002-12-06,2002,33548.42
F,DOT,Department of Transportation,Transit Silver Spring Ride On,Fulltime-Regular,Bus Operator,2015-09-28,2015,40631.32
M,LIB,Department of Public Libraries,Silver Spring Library,Parttime-Regular,Library Assistant I,2000-12-18,2000,29224.0
M,CCL,County Council,Council Central Staff,Fulltime-Regular,Manager II,2007-02-20,2007,148090.9
F,DTS,Department of Technology Services,COO Office - Management Services,Fulltime-Regular,Fiscal Assistant,1989-12-11,1989,69222.18
F,POL,Department of Police,FSB Traffic Division School Safety Section,Parttime-Regular,Crossing Guard,1994-02-28,1994,26208.35
M,LIB,Department of Public Libraries,Quince Orchard Library,Fulltime-Regular,Library Assistant II,1982-08-24,1982,69222.18
M,POL,Department of Police,PSB 5th District Patrol,Fulltime-Regular,Police Officer III,1986-12-15,1986,92756.7
F,POL,Department of Police,FSB Animal Services Division,Fulltime-Regular,Principal Administrative Aide,2007-07-23,2007,45048.5
M,DOT,Department of Transportation,Transit Silver Spring Ride On,Fulltime-Regular,Bus Operator,2013-01-07,2013,45049.12
F,HRC,Office of Human Rights,Compliance,Fulltime-Regular,Investigator III,2000-03-13,2000,95372.89
M,HCA,Department of Housing and Community Affairs,Housing,Fulltime-Regular,Manager II,2012-04-09,2012,153412.57
M,POL,Department of Police,FSB Special Operations Division Canine Section,Fulltime-Regular,Police Officer III,1980-05-06,1980,92756.7
F,HHS,Department of Health and Human Services,Area Health Centers,Fulltime-Regular,Community Health Nurse II,2004-06-01,2004,97912.0
M,HCA,Department of Housing and Community Affairs,Grants Management,Fulltime-Regular,Senior Planning Specialist,2006-02-21,2006,102664.0
F,HHS,Department of Health and Human Services,Service Coordination and Individual Support Services,Fulltime-Regular,Program Specialist II,2012-12-17,2012,58975.22
M,DOT,Department of Transportation,Transit Gaithersburg Ride On,Fulltime-Regular,Bus Operator,2013-11-12,2013,43525.72
F,DGS,Department of General Services,ADA Compliance,Fulltime-Regular,Manager III,1983-07-06,1983,135392.0
M,HHS,Department of Health and Human Services,Ombudsman Services,Fulltime-Regular,Office Services Coordinator,1998-10-11,1998,67206.0
M,HHS,Department of Health and Human Services,Behavioral Health Planning and Management,Fulltime-Regular,Manager II,2001-02-26,2001,156404.85
F,POL,Department of Police,FSB Traffic Division School Safety Section,Parttime-Regular,Crossing Guard,2008-09-11,2008,19060.61
F,DLC,Department of Liquor Control,Kingsview,Parttime-Regular,Liquor Store Clerk I,2013-04-10,2013,29779.06
F,REC,Department of Recreation,Aquatic Team Management,Fulltime-Regular,Office Services Coordinator,1984-09-10,1984,69222.18
M,HHS,Department of Health and Human Services,Contract Team,Fulltime-Regular,Program Manager I,2015-03-09,2015,89122.19
F,HHS,Department of Health and Human Services,Mental Health Services Seniors and Persons with Disabilities,Fulltime-Regular,Program Manager II,1991-01-28,1991,104717.28
M,DLC,Department of Liquor Control,Liquor and Wine Delivery Operations,Fulltime-Regular,Truck Driver/Warehouse Worker,2016-06-13,2016,39257.31
M,POL,Department of Police,PSB 5th District Patrol,Fulltime-Regular,Police Sergeant,2001-03-12,2001,100006.0
M,SHF,Sheriff's Office,Court and Transport,Fulltime-Regular,Deputy Sheriff III,1993-10-04,1993,87967.15
M,DOT,Department of Transportation,Transit Safety and Instruction,Fulltime-Regular,Safety and Training Supervisor,2015-08-10,2015,77753.08
M,POL,Department of Police,PSB 2nd District Patrol,Fulltime-Regular,Police Officer III,2004-01-26,2004,78096.0
F,POL,Department of Police,ISB Criminal Investigations Division Crime Laboratory Section,Fulltime-Regular,Forensic Scientist,2005-06-27,2005,102664.0
F,LIB,Department of Public Libraries,Poolesville Library,Fulltime-Regular,Librarian I,1996-03-31,1996,87523.22
M,FRS,Fire and Rescue Services,Station 29,Fulltime-Regular,Fire/Rescue Captain,1989-08-14,1989,119211.02
M,FRS,Fire and Rescue Services,Station 40,Fulltime-Regular,Fire/Rescue Captain,2001-09-04,2001,118930.0
M,COR,Correction and Rehabilitation,DO Director,Fulltime-Regular,Director Department of Correction and Rehabilitation,2000-12-04,2000,206000.0
M,POL,Department of Police,PSB 3rd District Traffic Squad,Fulltime-Regular,Police Officer III,2006-01-17,2006,86588.0
F,CUS,Community Use of Public Facilities,Scheduling Team,Fulltime-Regular,Program Specialist I,2005-01-23,2005,73801.0
F,DOT,Department of Transportation,Highway Services,Fulltime-Regular,Equipment Operator I,1995-10-29,1995,58941.9
F,PIO,Office of Public Information,MC311,Fulltime-Regular,Customer Service Representative II,2011-10-10,2011,57569.24
M,DOT,Department of Transportation,Transit Silver Spring Ride On,Fulltime-Regular,Bus Operator,2007-10-15,2007,46626.87
M,DEP,Department of Environmental Protection,Water Quality Monitoring and Planning,Fulltime-Regular,Water Quality Specialist II,2004-06-14,2004,63398.15
M,DGS,Department of General Services,Fleet Management Fleet Services,Fulltime-Regular,Equipment Maintenance Crew Chief,2008-04-14,2008,70296.4
M,POL,Department of Police,PSB 6th District Patrol,Fulltime-Regular,Police Sergeant,1994-01-18,1994,107128.71
M,FRS,Fire and Rescue Services,Station 21,Fulltime-Regular,Firefighter/Rescuer III,2007-09-04,2007,73107.0
M,DEP,Department of Environmental Protection,Stormwater Facility Inspection and Maintenance,Fulltime-Regular,Permitting and Code Enforcement Inspector III,2001-09-10,2001,93396.0
M,DOT,Department of Transportation,Parking Management Engineering and Capital Project Management,Fulltime-Regular,Public Service Worker III,2005-09-06,2005,48399.27
F,LIB,Department of Public Libraries,Quince Orchard Library,Parttime-Regular,Library Assistant I,2002-09-03,2002,36036.11
F,LIB,Department of Public Libraries,Damascus Library,Fulltime-Regular,Library Assistant I,1992-08-14,1992,60201.44
F,HHS,Department of Health and Human Services,Medical Assistance Eligibility Services,Fulltime-Regular,Income Assistance Program Specialist II,2009-05-11,2009,56306.54
M,FRS,Fire and Rescue Services,Station 30,Fulltime-Regular,Master Firefighter/Rescuer,2008-09-02,2008,77957.0
F,LIB,Department of Public Libraries,Germantown Library,Fulltime-Regular,Library Assistant I,1983-10-26,1983,60201.44
M,POL,Department of Police,PSB 4th District Educational Facilities Officers,Fulltime-Regular,Police Officer III,1995-02-06,1995,92756.7
F,HHS,Department of Health and Human Services,School Health Services,Parttime-Regular,School Health Room Technician I,2012-08-06,2012,37838.48
M,PRO,Office of Procurement,Procurement Operations Section,Fulltime-Regular,Procurement Specialist IV,2001-12-03,2001,73801.0
