Manufacturer Name,NDC Number,Drug Product Description,Date Introduced to Market,WAC at Introduction,Marketing/Pricing Plan Description,Marketing/Pricing Plan Non-Public Indicator,Estimated Number of Patients,Breakthrough Therapy Indicator,Priority Review Indicator,Acquisition Date,Acquisition Price,Acquisition Price Non-Public Indicator,Acquisition Price Comment,General Comments,Supporting Documents,,,,,,,,,,,,,,
"Seattle Genetics, Inc.",51144002001,PADCEV (enfortumab vedotin-ejfv) 20 mg,2019-12-18,2110,"With regard to marketing plans, efforts to ensure that healthcare providers with appropriate patients are aware of PADCEV™ include customary digital and print media campaigns, oncology account managers sharing information with healthcare providers, and engagement of healthcare providers at congresses.  With regard to pricing plans, Seattle Genetics has a passion for helping patients, and that passion includes ensuring that we reach as many of the patients with cancers that our products treat as we can.  Our pricing considerations are informed by that passion, and we incorporate diverse perspectives of stakeholders in the healthcare system.   We also consistently seek to balance rewarding innovation while providing appropriate access for patients.   Finally, we consider the clinical value our products deliver to patients, the severity of the cancers we treat, availability of alternative treatments, market dynamics, our continued ability to deliver new state-of-the-art innovations in response to other deadly cancers, and the meaningful impact we make on patient’s lives.",,,1,1,,,,,"Seattle Genetics does not believe the estimated number of patients in the United States with a condition for which this product may be prescribed is in the public domain. Thus, consistent with 22 C.C.R. §96076(c), Seattle Genetics has left that field blank.  Seattle Genetics notes this product is indicated for metastatic urothelial carcinoma, a type of bladder cancer, and we are able to provide the following publicly available information on bladder cancer more generally.  Specifically, in 2018, more than 82,000 people were diagnosed with bladder cancer in the U.S.   However, this data does not include patients who progress to metastatic stage or recur.  According to SEER statistics from 2009-2015, 5% of urinary bladder cancers were metastatic (distant), and 7% were locally advanced (regional).   Please note that this data is out of date.  According to a retrospective analysis of 1,703 metastatic bladder cancer patients from 2004 to 2011, 42% of patients received a first-line treatment, and 35% of that population received a second-line treatment.   This data likely underestimates the percentage of treated patients, as the data was gathered prior to the introduction of checkpoint inhibitors. Because this drug was not acquired, the fields ""acquisition date,"" ""acquisition price"" and ""acquisition price comment"" have been left blank. Seattle Genetics co-developed PADCEV™ with Astellas.",,,,,,,,,,,,,,,
Karyopharm Therapeutics Inc.,72237010105,XPOVIO (selinexor) 100mg (20 Tablets),2019-07-03,22000,,1,6000,,1,,,,,,,,,,,,,,,,,,,,
Granules Pharmaceuticals Inc.,70010004101,"Amphetamine Sulfate Tablets USP 10 MG, 100 count",2019-10-07,465.5,,1,0,,,,,,,The dates mentioned here are accurate and the dates appear on NDC lookup and Medspan are tentative marketing dates given during Initial ANDA SPL submission.,,,,,,,,,,,,,,,
"Seattle Genetics, Inc.",51144003001,PADCEV (enfortumab vedotin-ejfv) 30 mg,2019-12-18,3165,"With regard to marketing plans, efforts to ensure that healthcare providers with appropriate patients are aware of PADCEV™ include customary digital and print media campaigns, oncology account managers sharing information with healthcare providers, and engagement of healthcare providers at congresses.  With regard to pricing plans, Seattle Genetics has a passion for helping patients, and that passion includes ensuring that we reach as many of the patients with cancers that our products treat as we can.  Our pricing considerations are informed by that passion, and we incorporate diverse perspectives of stakeholders in the healthcare system.   We also consistently seek to balance rewarding innovation while providing appropriate access for patients.   Finally, we consider the clinical value our products deliver to patients, the severity of the cancers we treat, availability of alternative treatments, market dynamics, our continued ability to deliver new state-of-the-art innovations in response to other deadly cancers, and the meaningful impact we make on patient’s lives.",,,1,1,,,,,"Seattle Genetics does not believe the estimated number of patients in the United States with a condition for which this product may be prescribed is in the public domain. Thus, consistent with 22 C.C.R. §96076(c), Seattle Genetics has left that field blank.  Seattle Genetics notes this product is indicated for metastatic urothelial carcinoma, a type of bladder cancer, and we are able to provide the following publicly available information on bladder cancer more generally.  Specifically, in 2018, more than 82,000 people were diagnosed with bladder cancer in the U.S.   However, this data does not include patients who progress to metastatic stage or recur.  According to SEER statistics from 2009-2015, 5% of urinary bladder cancers were metastatic (distant), and 7% were locally advanced (regional).   Please note that this data is out of date.  According to a retrospective analysis of 1,703 metastatic bladder cancer patients from 2004 to 2011, 42% of patients received a first-line treatment, and 35% of that population received a second-line treatment.   This data likely underestimates the percentage of treated patients, as the data was gathered prior to the introduction of checkpoint inhibitors. Because this drug was not acquired, the fields ""acquisition date,"" ""acquisition price"" and ""acquisition price comment"" have been left blank. Seattle Genetics co-developed PADCEV™ with Astellas.",,,,,,,,,,,,,,,
Epic Pharma,42806005030,Meperidine Hcl 50mg 30 Tab Epic,2019-12-30,783,,1,,,,,,,,lauching new size-30 count Epic Pharma developed the drugs,,,,,,,,,,,,,,,
"Valeant Pharmaceuticals North America, LLC",187065301,Duobrii External Lotion 0.01-0.045 %,2019-06-03,825,,1,5240000,,,,,,,"This product was developed internally, not acquired",,,,,,,,,,,,,,,
Biogen,64406002001,VUMERITY™ (diroximel fumarate) 231mg Starter Bottle (106 capsules),2019-11-22,6388.62,"Vumerity will be marketed to Healthcare Professionals, Patients, Payers, and other appropriate audiences for use in patients with Relapsing forms of Multiple Sclerosis. Biogen has a set of Pricing Principles that inform pricing decisions for its products.  Those principles are: 1. Value to Patients 2. Present and Future Benefit to Society 3. Fullfilling our commitment to Innovation  4. Evolution toward Value Based Care and 5. Affordability & Sustainability.  Further information can found at: https://www.biogen.com/content/dam/corporate/en_us/pdfs/BIOGEN_PricingPrinciplesInfographic_4-26-19.pdf",,344000,,,,,,,"Vumerity is not an acquired product, nor was it granted breakthrough status or given a priority review by the FDA.",,,,,,,,,,,,,,,
Biogen,64406002003,VUMERITY™ (diroximel fumarate) 231mg Maintenance Bottle (120 capsules),2019-11-22,7232.88,"Vumerity will be marketed to Healthcare Professionals, Patients, Payers, and other appropriate audiences for use in patients with Relapsing forms of Multiple Sclerosis. Biogen has a set of Pricing Principles that inform pricing decisions for its products.  Those principles are: 1. Value to Patients 2. Present and Future Benefit to Society 3. Fullfilling our commitment to Innovation  4. Evolution toward Value Based Care and 5. Affordability & Sustainability.  Further information can found at: https://www.biogen.com/content/dam/corporate/en_us/pdfs/BIOGEN_PricingPrinciplesInfographic_4-26-19.pdf",,344000,,,,,,,"Vumerity is not an acquired product, nor was it granted breakthrough status or given a priority review by the FDA.",,,,,,,,,,,,,,,
"Cameron Pharmaceuticals, LLC",42494042510,LORZONE (CHLORZOXAZONE 375 MG),2019-11-27,744.29,"Selling to wholesalers and retailers as a less expensive alternative to the brand, Lorzone.",,2000000,,,,,,,"Cameron co-developed this product. Novitium Pharma, LLC is the manufacturer and Cameron Pharmaceuticals, LLC is acting as the Distributor.",,,,,,,,,,,,,,,
Par Pharmaceutical,49884082011,Alosetron HCl Tablets 1mg   30s,2019-04-12,950,,1,,1,,,,,,The information contained in this report is subject to the following limitations and assumptions. (1),"Consistent with the relevant statutes and regulations, all information contained in this report is limited to that which Par believes is otherwise in the public domain or publicly available, as of the date of this submission. As a result, Par has left the marketing and pricing plan description data field blank. (2)","Par does not believe the estimated number of patients with a condition for which this product may be prescribed, consistent with its label, is in the public domain. As a result, Par has left the estimated number of patients data field blank.   (3)","Par did not acquire this product. As a result, Par has left the acquisition related data fields blank.",,,,,,,,,,,,
